stage_position,coincidence_rate_t_b,count_rate_b, g2,capture_duration,counts_t,counts_a,counts_b,counts_t_a,counts_t_b,counts_t_a_b,counts_a_b
8.99380,522.000,4494.00,NaN,1000.00,185987,31.0000,4494.00,0.00000,522.000,0.00000,0.00000
9.06034,1145.00,7704.00,NaN,1000.00,186837,35.0000,7704.00,0.00000,1145.00,0.00000,0.00000
9.13053,2464.00,11626.0,NaN,1000.00,186090,18.0000,11626.0,0.00000,2464.00,0.00000,0.00000
9.19950,3118.00,12589.0,NaN,1000.00,186042,30.0000,12589.0,0.00000,3118.00,0.00000,0.00000
9.26969,2421.00,9369.00,NaN,1000.00,186457,37.0000,9369.00,0.00000,2421.00,0.00000,0.00000
9.34111,1092.00,5308.00,NaN,1000.00,186145,19.0000,5308.00,0.00000,1092.00,0.00000,0.00000
9.41008,583.000,4730.00,NaN,1000.00,187384,24.0000,4730.00,0.00000,583.000,0.00000,0.00000
9.48210,1230.00,7858.00,NaN,1000.00,186027,29.0000,7858.00,0.00000,1230.00,0.00000,0.00000
9.54924,2587.00,11947.0,NaN,1000.00,186710,26.0000,11947.0,0.00000,2587.00,0.00000,0.00000
9.62004,3175.00,12562.0,NaN,1000.00,186443,36.0000,12562.0,0.00000,3175.00,0.00000,0.00000
9.68902,2411.00,9187.00,NaN,1000.00,187122,33.0000,9187.00,0.00000,2411.00,0.00000,0.00000
9.75860,1184.00,5329.00,NaN,1000.00,186674,15.0000,5329.00,0.00000,1184.00,0.00000,0.00000
9.82879,540.000,4478.00,NaN,1000.00,186407,38.0000,4478.00,0.00000,540.000,0.00000,0.00000
9.89898,1193.00,7630.00,NaN,1000.00,186661,32.0000,7630.00,0.00000,1193.00,0.00000,0.00000
9.96673,2493.00,11858.0,NaN,1000.00,185792,43.0000,11858.0,0.00000,2493.00,0.00000,0.00000
10.0388,3108.00,12330.0,NaN,1000.00,187136,24.0000,12330.0,0.00000,3108.00,0.00000,0.00000
10.1077,2395.00,9158.00,NaN,1000.00,186063,32.0000,9158.00,0.00000,2395.00,0.00000,0.00000
10.1773,1153.00,5170.00,NaN,1000.00,186397,19.0000,5170.00,0.00000,1153.00,0.00000,0.00000
10.2475,545.000,4394.00,NaN,1000.00,185576,35.0000,4394.00,0.00000,545.000,0.00000,0.00000
10.3177,1299.00,8005.00,NaN,1000.00,186427,34.0000,8005.00,0.00000,1299.00,0.00000,0.00000
10.3848,2616.00,12062.0,NaN,1000.00,186564,33.0000,12062.0,0.00000,2616.00,0.00000,0.00000
10.4563,3076.00,12521.0,NaN,1000.00,186864,24.0000,12521.0,0.00000,3076.00,0.00000,0.00000
10.5264,2326.00,9163.00,NaN,1000.00,186617,24.0000,9163.00,0.00000,2326.00,0.00000,0.00000
10.5966,999.000,4832.00,NaN,1000.00,186782,37.0000,4832.00,0.00000,999.000,0.00000,0.00000
10.6662,543.000,4738.00,NaN,1000.00,186526,28.0000,4738.00,0.00000,543.000,0.00000,0.00000
10.7340,1485.00,8580.00,NaN,1000.00,186277,35.0000,8580.00,0.00000,1485.00,0.00000,0.00000
10.8048,2735.00,12428.0,NaN,1000.00,186630,31.0000,12428.0,0.00000,2735.00,0.00000,0.00000
10.8750,3184.00,12518.0,NaN,1000.00,185829,27.0000,12518.0,0.00000,3184.00,0.00000,0.00000
10.9445,2200.00,8566.00,NaN,1000.00,186001,31.0000,8566.00,0.00000,2200.00,0.00000,0.00000
11.0135,865.000,4585.00,NaN,1000.00,186508,26.0000,4585.00,0.00000,865.000,0.00000,0.00000
