g2(0): T&A;0,00000000
g2(0): T&B;177,790899
g2(0): T&A&B;NaN
Counts: T;1651542,00
Counts: A;317,000000
Counts: B;50574,0000
Counts: T&A;0,00000000
Counts: T&B;8910,00000
Counts: T&A&B;0,00000000
Capture Duration (s);10,0000000
Rates (Hz): T;165154,200
Rates (Hz): A;31,7000000
Rates (Hz): B;5057,40000
Rates (Hz): T&A;0,00000000
Rates (Hz): T&B;891,000000
Rates (Hz): T&A&B;0,00000000
