g2(0): T&A;0,00000000
g2(0): T&B;137,585069
g2(0): T&A&B;NaN
Counts: T;1872570,00
Counts: A;316,000000
Counts: B;37115,0000
Counts: T&A;0,00000000
Counts: T&B;4303,00000
Counts: T&A&B;0,00000000
Capture Duration (s);10,0000000
Rates (Hz): T;187257,000
Rates (Hz): A;31,6000000
Rates (Hz): B;3711,50000
Rates (Hz): T&A;0,00000000
Rates (Hz): T&B;430,300000
Rates (Hz): T&A&B;0,00000000
