g2(0): T&A;0,00000000
g2(0): T&B;1,30401360
g2(0): T&A&B;NaN
Counts: T;1653273,00
Counts: A;285,000000
Counts: B;51023,0000
Counts: T&A;0,00000000
Counts: T&B;22,0000000
Counts: T&A&B;0,00000000
Capture Duration (s);10,0000000
Rates (Hz): T;165327,300
Rates (Hz): A;28,5000000
Rates (Hz): B;5102,30000
Rates (Hz): T&A;0,00000000
Rates (Hz): T&B;2,20000000
Rates (Hz): T&A&B;0,00000000
