Stage position (µm);Coincidence rate (Hz) - T&B;Count rate (Hz) - B;g2(0) - T&A&B;Capture duration (ms);Counts - T;Counts - A;Counts - B;Counts - T&A;Counts - T&B;Counts - T&A&B;Counts - A&B
10,5258;449,000;3817,00;NaN;1000,00;187618;24,0000;3817,00;0,00000;449,000;0,00000;0,00000
10,5631;434,000;3684,00;NaN;1000,00;186714;24,0000;3684,00;0,00000;434,000;0,00000;0,00000
10,5936;383,000;3734,00;NaN;1000,00;187296;41,0000;3734,00;0,00000;383,000;0,00000;0,00000
10,6308;365,000;3573,00;NaN;1000,00;187216;21,0000;3573,00;0,00000;365,000;0,00000;0,00000
10,6656;374,000;3462,00;NaN;1000,00;186515;37,0000;3462,00;0,00000;374,000;0,00000;0,00000
10,7004;371,000;3538,00;NaN;1000,00;187006;21,0000;3538,00;0,00000;371,000;0,00000;0,00000
10,7352;420,000;3515,00;NaN;1000,00;187405;26,0000;3515,00;0,00000;420,000;0,00000;0,00000
10,7694;434,000;3646,00;NaN;1000,00;187456;19,0000;3646,00;0,00000;434,000;0,00000;0,00000
10,8029;490,000;3765,00;NaN;1000,00;187613;37,0000;3765,00;0,00000;490,000;0,00000;0,00000
10,8390;455,000;3744,00;NaN;1000,00;186483;34,0000;3744,00;0,00000;455,000;0,00000;0,00000
10,8750;476,000;3883,00;NaN;1000,00;186866;39,0000;3883,00;0,00000;476,000;0,00000;0,00000
10,9110;475,000;3891,00;NaN;1000,00;187221;41,0000;3891,00;0,00000;475,000;0,00000;0,00000
10,9439;457,000;3699,00;NaN;1000,00;187273;36,0000;3699,00;0,00000;457,000;0,00000;0,00000
10,9793;425,000;3622,00;NaN;1000,00;186433;33,0000;3622,00;0,00000;425,000;0,00000;0,00000
