Record Length,2000,Points,-3.96E-05,849.000036716E-3,
Sample Interval,31.99999909E-9,s,-3.95E-05,849.000036716E-3,
Trigger Point,1.2360001E3,Samples,-3.95E-05,849.000036716E-3,
,,,-3.95E-05,849.000036716E-3,
,,,-3.94E-05,849.000036716E-3,
,,,-3.94E-05,849.000036716E-3,
Source,CH1,,-3.94E-05,849.000036716E-3,
Vertical Units,V,,-3.93E-05,849.000036716E-3,
Vertical Scale,100.0000047E-3,,-3.93E-05,849.000036716E-3,
Vertical Offset,0.075,,-3.93E-05,849.000036716E-3,
Horizontal Units,s,,-3.92E-05,849.000036716E-3,
Horizontal Scale,6.39999982E-6,,-3.92E-05,849.000036716E-3,
Pt Fmt,Y,,-3.92E-05,849.000036716E-3,
Yzero,-2.7,,-3.91E-05,849.000036716E-3,
,,,-3.91E-05,849.000036716E-3,
,,,-3.91E-05,849.000036716E-3,
Note,TBS1102C - 11:07:52   2024-11-01,,-3.90E-05,849.000036716E-3,
,,,-3.90E-05,849.000036716E-3,
,,,-3.90E-05,849.000036716E-3,
,,,-3.89E-05,849.000036716E-3,
,,,-3.89E-05,849.000036716E-3,
,,,-3.89E-05,849.000036716E-3,
,,,-3.88E-05,849.000036716E-3,
,,,-3.88E-05,849.000036716E-3,
,,,-3.88E-05,849.000036716E-3,
,,,-3.88E-05,849.000036716E-3,
,,,-3.87E-05,849.000036716E-3,
,,,-3.87E-05,849.000036716E-3,
,,,-3.87E-05,849.000036716E-3,
,,,-3.86E-05,849.000036716E-3,
,,,-3.86E-05,849.000036716E-3,
,,,-3.86E-05,849.000036716E-3,
,,,-3.85E-05,849.000036716E-3,
,,,-3.85E-05,849.000036716E-3,
,,,-3.85E-05,849.000036716E-3,
,,,-3.84E-05,849.000036716E-3,
,,,-3.84E-05,849.000036716E-3,
,,,-3.84E-05,849.000036716E-3,
,,,-3.83E-05,849.000036716E-3,
,,,-3.83E-05,849.000036716E-3,
,,,-3.83E-05,849.000036716E-3,
,,,-3.82E-05,849.000036716E-3,
,,,-3.82E-05,849.000036716E-3,
,,,-3.82E-05,849.000036716E-3,
,,,-3.81E-05,849.000036716E-3,
,,,-3.81E-05,849.000036716E-3,
,,,-3.81E-05,849.000036716E-3,
,,,-3.80E-05,849.000036716E-3,
,,,-3.80E-05,849.000036716E-3,
,,,-3.80E-05,849.000036716E-3,
,,,-3.80E-05,849.000036716E-3,
,,,-3.79E-05,849.000036716E-3,
