BC	BV1	BV2	BV3	BV4	BV5	BV6	BV7	BV8	C1	C2	C3	C4	C5	C6	C7	C8	IT
17.0	2.546	2.547	-0.002	-0.001	0.003	1.829	0.001	-0.001	0	0	0	1	0	0	0	777	100.0
17.25	2.584	2.585	0.001	-0.002	0.001	1.855	-0.003	-0.004	0	0	0	3	0	0	0	916	100.0
17.5	2.62	2.623	0.003	-0.003	-0.004	1.879	-0.004	-0.003	0	0	0	1	0	0	0	1168	100.0
17.75	2.659	2.66	0.001	-0.002	-0.001	1.909	-0.001	-0.0	0	0	0	4	0	0	0	1297	100.0
18.0	2.694	2.699	0.001	-0.005	0.001	1.972	-0.001	-0.003	0	0	0	8	0	0	0	1402	100.0
18.25	2.734	2.737	-0.003	-0.006	-0.002	1.996	-0.006	-0.003	0	0	0	17	0	0	0	1613	100.0
18.5	2.77	2.769	-0.003	-0.006	0.001	2.028	0.002	-0.002	0	0	0	13	0	0	0	1839	100.0
18.75	2.809	2.808	-0.001	-0.002	-0.002	2.057	-0.001	-0.0	0	0	0	14	0	0	0	2001	100.0
19.0	2.845	2.846	-0.004	-0.005	-0.0	2.085	0.0	-0.001	0	0	0	34	0	0	0	2253	100.0
19.25	2.882	2.885	-0.001	-0.005	-0.001	2.114	-0.003	-0.0	0	0	0	44	0	0	0	2402	100.0
19.5	2.918	2.921	-0.002	-0.001	0.001	2.141	-0.003	-0.002	0	0	0	46	0	0	0	2565	100.0
19.75	2.96	2.958	0.001	-0.002	-0.001	2.17	-0.005	-0.002	0	0	0	44	0	0	0	2910	100.0
20.0	2.996	3.0	-0.001	-0.002	-0.0	2.197	0.0	-0.001	0	0	0	80	0	0	0	3213	100.0
20.25	3.033	3.034	-0.001	0.0	-0.0	2.227	-0.002	-0.004	0	0	0	68	0	0	0	3412	100.0
20.5	3.069	3.072	0.0	-0.003	-0.004	2.252	-0.001	-0.005	0	0	0	89	0	0	0	3621	100.0
20.75	3.111	3.109	-0.002	-0.001	-0.001	2.319	-0.005	-0.002	0	0	0	104	0	0	0	3898	100.0
21.0	3.147	3.148	-0.005	-0.001	0.001	2.348	-0.003	-0.004	0	0	0	123	0	0	0	4076	100.0
21.25	3.184	3.185	-0.002	-0.003	-0.002	2.374	-0.001	-0.003	0	0	0	104	0	0	0	4391	100.0
21.5	3.216	3.221	-0.002	0.796	-0.002	2.404	-0.001	-0.0	0	0	0	1	0	0	0	4719	100.0
21.75	3.258	3.262	-0.001	0.807	0.001	2.512	-0.003	-0.0	0	0	0	0	0	0	0	4765	100.0
22.0	3.294	3.3	0.0	0.818	0.001	2.55	-0.001	-0.0	0	0	0	0	0	0	0	5175	100.0
22.25	3.335	3.334	-0.002	0.825	0.001	2.583	-0.003	-0.0	0	0	0	0	0	0	0	5387	100.0
22.5	3.37	3.369	-0.004	0.833	-0.002	2.614	-0.004	-0.0	0	0	0	0	1	0	0	5392	100.0
22.75	3.408	3.407	-0.002	0.842	-0.0	2.644	0.0	0.001	0	0	0	0	0	0	0	5601	100.0
23.0	3.446	3.444	0.001	0.855	-0.001	2.673	-0.003	-0.002	0	0	0	0	1	0	0	5753	100.0
23.25	3.482	3.485	0.0	0.864	-0.001	2.724	0.002	-0.002	0	0	0	0	0	0	0	5888	100.0
23.5	3.518	3.522	-0.002	0.871	-0.001	2.758	-0.001	-0.002	0	0	0	0	1	0	0	6064	100.0
23.75	3.557	3.558	-0.002	0.881	-0.0	2.783	-0.002	-0.004	0	0	0	0	0	0	0	6270	100.0
24.0	3.597	3.593	0.0	0.891	0.004	2.812	-0.001	-0.002	0	0	0	0	1	0	0	6465	100.0
24.25	3.631	3.632	0.001	0.904	0.001	2.841	-0.003	-0.0	0	0	0	0	0	0	0	6663	100.0
24.5	3.67	3.671	0.0	0.91	-0.002	2.874	-0.002	-0.003	0	0	0	0	0	0	0	6911	100.0
24.75	3.706	3.707	0.0	0.92	0.001	2.946	-0.003	-0.002	0	0	0	0	0	0	0	7241	100.0
25.0	3.747	3.75	-0.001	0.929	-0.005	2.979	-0.002	-0.003	0	0	0	0	1	0	0	8850	100.0
25.25	3.783	3.784	-0.001	0.94	-0.002	3.044	-0.001	-0.003	0	0	0	0	1	0	0	15156	100.0
25.5	3.821	3.819	-0.003	0.946	0.001	3.078	-0.001	2.735	0	0	0	0	1	0	0	1	100.0
25.75	3.855	3.858	-0.003	0.956	0.002	3.111	-0.002	3.079	0	0	0	0	3	0	0	0	100.0
26.0	3.897	3.894	-0.001	0.967	-0.001	3.142	-0.001	3.189	0	0	0	0	5	0	0	0	100.0
26.25	3.933	3.934	-0.002	0.974	-0.001	3.171	-0.003	3.231	0	0	0	0	2	0	0	0	100.0
26.5	3.97	3.971	0.0	0.984	-0.002	3.2	-0.001	3.264	0	0	0	0	5	0	0	0	100.0
26.75	4.006	4.01	-0.005	0.995	-0.002	3.232	-0.001	3.296	0	0	0	0	3	0	0	0	100.0
27.0	4.046	4.045	-0.001	1.004	-0.002	3.263	-0.004	3.325	0	0	0	0	5	0	0	0	100.0
27.25	4.082	4.083	0.0	1.01	0.002	3.296	-0.002	3.361	0	0	0	0	2	0	0	0	100.0
27.5	4.122	4.12	0.0	1.023	-0.003	3.323	-0.003	3.391	0	0	0	0	11	0	0	0	100.0
27.75	4.158	4.159	-0.002	1.03	-0.002	3.376	-0.001	3.421	0	0	0	0	6	0	0	0	100.0
28.0	4.193	4.199	-0.001	1.045	0.001	3.407	-0.001	3.465	0	0	0	0	8	0	0	0	100.0
28.25	4.231	4.232	-0.002	1.049	0.001	3.437	-0.003	3.499	0	0	0	0	11	0	0	0	100.0
28.5	4.27	4.271	0.0	1.059	0.002	3.467	-0.002	3.531	0	0	0	0	15	0	0	0	100.0
28.75	4.305	4.308	-0.004	1.069	-0.003	3.498	-0.001	3.56	0	0	0	0	11	0	0	0	100.0
29.0	4.342	4.348	-0.004	1.077	0.001	3.53	-0.003	3.592	0	0	0	0	19	0	0	0	100.0
29.25	4.383	4.382	0.001	1.087	-0.003	3.562	0.0	3.624	0	0	0	0	26	0	0	0	100.0
29.5	4.418	4.421	-0.001	1.097	-0.0	3.594	-0.002	3.656	0	0	0	0	26	0	0	0	100.0
29.75	4.457	4.458	0.001	1.106	0.001	3.667	-0.003	3.684	0	0	0	0	43	0	0	0	100.0
30.0	4.493	4.496	-0.002	1.115	0.001	3.699	-0.001	3.72	0	0	0	0	50	0	0	0	100.0
30.25	4.527	4.533	-0.002	1.125	-0.002	3.73	-0.004	3.745	0	0	0	0	54	0	0	0	100.0
30.5	4.569	4.57	-0.001	1.133	0.002	3.765	-0.002	3.78	0	0	0	0	76	0	0	0	100.0
30.75	4.605	4.608	0.0	1.142	0.002	3.797	0.002	3.81	0	0	0	0	73	0	0	0	100.0
31.0	4.642	4.645	0.489	1.147	-0.0	3.829	-0.002	3.917	0	0	1	0	171	0	0	0	100.0
31.25	4.684	4.68	0.531	1.16	-0.002	3.903	-0.001	3.967	0	0	0	0	349	0	0	0	100.0
31.5	4.723	4.719	0.533	1.17	-0.003	3.94	-0.003	3.999	0	0	0	0	1161	0	0	0	100.0
31.75	4.759	4.76	0.54	1.181	-0.003	3.97	-0.002	4.033	0	0	0	0	4293	0	0	0	100.0
32.0	4.793	4.797	0.543	1.189	3.626	4.003	-0.001	4.068	0	0	0	0	1	0	0	0	100.0
32.25	4.83	4.833	0.547	1.196	3.809	4.035	-0.001	4.098	0	0	0	0	0	0	0	0	100.0
32.5	4.869	4.87	0.55	1.209	3.839	4.065	-0.001	4.13	0	0	0	0	0	0	0	0	100.0
32.75	4.905	4.906	0.555	1.216	3.871	4.097	-0.001	4.162	0	0	0	0	0	0	0	0	100.0
33.0	4.945	4.946	0.56	1.226	3.939	4.128	-0.001	4.193	0	0	0	0	0	0	0	0	100.0
33.25	4.984	4.983	0.565	1.236	3.974	4.163	-0.003	4.225	0	0	0	0	0	0	0	0	100.0
33.5	5.021	5.022	0.568	1.243	4.037	4.192	-0.003	4.256	0	0	0	0	0	0	0	0	100.0
33.75	5.057	5.06	0.572	1.252	4.069	4.224	-0.003	4.288	0	0	0	0	0	0	0	0	100.0
34.0	5.091	5.094	0.579	1.262	4.103	4.258	-0.001	4.32	0	0	0	0	0	0	0	0	100.0
34.25	5.133	5.132	0.582	1.272	4.132	4.29	-0.003	4.355	0	0	0	0	0	0	0	0	100.0
34.5	5.17	5.171	0.587	1.285	4.162	4.316	-0.004	4.383	0	0	0	0	0	0	0	0	100.0
34.75	5.208	5.209	0.589	1.289	4.194	4.351	-0.003	4.418	0	0	0	0	0	0	0	0	100.0
35.0	5.243	5.244	0.597	1.299	4.228	4.38	-0.001	4.452	0	0	0	0	0	0	0	0	100.0
35.25	5.282	5.283	0.602	1.309	4.26	4.414	-0.004	4.522	0	0	0	0	0	0	0	0	100.0
35.5	5.318	5.322	0.601	1.318	4.289	4.449	0.002	4.592	0	0	0	0	0	0	0	0	100.0
35.75	5.36	5.356	0.609	1.328	4.324	4.478	-0.002	4.621	0	0	0	0	0	0	0	0	100.0
36.0	5.392	5.395	0.612	1.336	4.356	4.509	-0.004	4.657	0	0	0	0	0	0	0	0	100.0
36.25	5.434	5.435	0.617	1.346	4.388	4.539	0.0	4.687	0	0	0	0	0	0	0	0	100.0
36.5	5.469	5.467	0.62	1.354	4.42	4.57	-0.003	4.723	0	0	0	0	0	0	0	0	100.0
36.75	5.506	5.507	0.623	1.365	4.484	4.605	-0.001	4.753	0	0	0	0	0	0	0	0	100.0
37.0	5.543	5.544	0.626	1.375	4.518	4.636	-0.001	4.784	0	0	0	0	0	0	0	0	100.0
37.25	5.582	5.583	0.634	1.382	4.553	4.67	-0.001	4.818	0	0	0	0	0	0	0	0	100.0
37.5	5.619	5.62	0.638	1.392	4.585	4.7	2.955	4.853	0	0	0	0	0	0	0	0	100.0
37.75	5.654	5.655	0.642	1.401	4.614	4.735	4.603	4.887	0	0	0	0	0	0	0	0	100.0
38.0	5.694	5.693	0.648	1.408	4.646	4.764	4.654	4.917	0	0	0	0	0	0	0	0	100.0
38.25	5.731	5.732	0.652	1.418	4.681	4.794	4.683	4.95	0	0	0	0	0	0	0	0	100.0
38.5	5.771	5.772	0.656	1.429	4.712	5.047	4.745	5.027	0	0	0	0	0	0	0	0	100.0
38.75	5.804	5.808	0.657	1.438	4.748	5.093	4.781	5.068	0	0	0	0	0	0	0	0	100.0
39.0	5.841	5.847	0.665	1.445	4.779	5.127	4.813	5.099	0	0	0	0	0	0	0	0	100.0
39.25	5.883	5.881	0.665	1.458	4.811	5.159	4.844	5.131	0	0	0	0	0	0	0	0	100.0
39.5	5.916	5.92	0.672	1.467	4.845	5.196	4.877	5.163	0	0	0	0	0	0	0	0	100.0
39.75	5.958	5.956	0.679	1.472	4.872	5.23	4.908	5.197	0	0	0	0	0	0	0	0	100.0
40.0	5.995	5.996	0.682	1.484	4.909	5.258	4.938	5.262	0	0	0	0	0	0	0	0	100.0
40.25	6.031	6.032	0.684	1.491	4.939	5.299	4.972	5.3	0	0	0	0	0	0	0	0	100.0
40.5	6.065	6.066	0.692	1.504	4.968	5.33	5.006	5.334	0	0	0	0	0	0	0	0	100.0
40.75	6.105	6.106	0.697	1.509	5.002	5.362	5.037	5.368	0	0	0	0	0	0	0	0	100.0
41.0	6.144	6.143	0.699	1.521	5.038	5.39	5.068	5.399	0	0	0	0	0	0	0	0	100.0
41.25	6.18	6.181	0.704	1.528	5.066	5.459	5.098	5.431	0	0	0	0	0	0	0	0	100.0
41.5	6.219	6.223	0.709	1.538	5.103	5.496	5.13	5.463	0	0	0	0	0	0	0	0	100.0
41.75	6.26	6.256	0.712	1.549	5.136	5.528	5.162	5.5	0	0	0	0	0	0	0	0	100.0
42.0	6.292	6.291	0.716	1.557	5.167	5.566	5.197	5.587	0	0	0	0	0	0	0	0	100.0
42.25	6.332	6.333	0.721	1.57	5.199	5.597	5.228	5.647	0	0	0	0	0	0	0	0	100.0
42.5	6.371	6.369	0.726	1.577	5.228	5.627	5.256	5.679	0	0	0	0	0	0	0	0	100.0
42.75	6.405	6.409	0.729	1.585	5.271	5.682	5.289	5.715	0	0	0	0	0	0	0	0	100.0
43.0	6.444	6.445	0.735	1.594	5.308	5.718	5.318	5.746	0	0	0	0	0	0	0	0	100.0
43.25	6.479	6.482	0.739	1.604	5.345	5.758	5.35	5.784	0	0	0	0	0	0	0	0	100.0
43.5	6.52	6.521	0.746	1.614	5.375	5.787	5.382	5.815	0	0	0	0	0	0	0	0	100.0
43.75	6.556	6.557	0.748	1.621	5.412	5.821	5.413	5.851	0	0	0	0	0	0	0	0	100.0
44.0	6.596	6.597	0.751	1.634	5.439	5.852	5.445	5.883	0	0	0	0	0	0	0	0	100.0
44.25	6.633	6.631	0.758	1.639	5.47	5.891	5.559	5.917	0	0	0	0	0	0	0	0	100.0
44.5	6.669	6.67	0.762	1.648	5.505	5.923	5.606	5.968	0	0	0	0	0	0	0	0	100.0
44.75	6.708	6.709	0.765	1.658	5.534	5.953	5.64	6.003	0	0	0	0	0	0	0	0	100.0
45.0	6.742	6.745	0.77	1.665	5.571	5.992	5.668	6.038	0	0	0	0	0	0	0	0	100.0
45.25	6.781	6.782	0.77	1.677	5.715	6.024	5.705	6.074	0	0	0	0	0	0	0	0	100.0
45.5	6.818	6.821	0.777	1.684	5.752	6.061	5.736	6.135	0	0	0	0	0	0	0	0	100.0
45.75	6.855	6.858	0.782	1.692	5.787	6.094	5.767	6.174	0	0	0	0	0	0	0	0	100.0
46.0	6.894	6.895	0.785	1.702	5.819	6.129	5.8	6.211	0	0	0	0	0	0	0	0	100.0
46.25	6.927	6.93	0.791	1.713	5.851	6.16	5.833	6.242	0	0	0	0	0	0	0	0	100.0
46.5	6.966	6.967	0.794	1.721	5.885	6.195	5.868	6.277	0	0	0	0	0	0	0	0	100.0
46.75	7.008	7.007	0.799	1.731	5.989	6.229	5.897	6.314	0	0	0	0	0	0	0	0	100.0
47.0	7.043	7.044	0.804	1.739	6.026	6.261	5.927	6.345	0	0	0	0	0	0	0	0	100.0
47.25	7.081	7.08	0.809	1.748	6.059	6.297	5.955	6.381	0	0	0	0	0	0	0	0	100.0
47.5	7.118	7.119	0.809	1.758	6.091	6.331	5.992	6.413	0	0	0	0	0	0	0	0	100.0
47.75	7.156	7.155	0.813	1.767	6.123	6.368	6.024	6.448	0	0	0	0	0	0	0	0	100.0
48.0	7.194	7.193	0.822	1.78	6.154	6.426	6.055	6.493	0	0	0	0	0	0	0	0	100.0
48.25	7.231	7.229	0.826	1.785	6.188	6.465	6.087	6.522	0	0	0	0	0	0	0	0	100.0
48.5	7.27	7.271	0.829	1.795	6.223	6.495	6.122	6.56	0	0	0	0	0	0	0	0	100.0
48.75	7.307	7.308	0.834	1.802	6.26	6.534	6.151	6.612	0	0	0	0	0	0	0	0	100.0
49.0	7.343	7.342	0.839	1.812	6.289	6.563	6.185	6.67	0	0	0	0	0	0	0	0	100.0
49.25	7.382	7.383	0.84	1.821	6.382	6.598	6.217	6.707	0	0	0	0	0	0	0	0	100.0
49.5	7.416	7.419	0.843	1.831	6.43	6.634	6.249	6.74	0	0	0	0	0	0	0	0	100.0
49.75	7.458	7.456	0.848	1.836	6.462	6.668	6.283	6.806	0	0	0	0	0	0	0	0	100.0
50.0	7.494	7.497	0.855	1.85	6.497	6.702	6.314	6.845	0	0	0	0	0	0	0	0	100.0
