BC	BV1	BV2	BV3	BV4	BV5	BV6	BV7	BV8	C1	C2	C3	C4	C5	C6	C7	C8	IT
4.5	0.675	0.678	0.002	-0.004	0.002	0.078	0.0	-0.001	0	0	0	0	0	0	0	0	1000.0
4.75	0.708	0.711	-0.002	-0.003	-0.0	0.127	-0.002	0.001	0	0	0	0	0	0	0	0	1000.0
5.0	0.749	0.75	0.0	-0.003	0.003	0.164	-0.002	0.002	0	0	0	0	0	0	0	0	1000.0
5.25	0.788	0.787	0.0	-0.001	-0.003	0.175	-0.005	-0.002	0	0	0	0	0	0	0	0	1000.0
5.5	0.822	0.826	0.0	-0.003	0.001	0.233	-0.001	-0.002	0	0	0	0	0	0	0	0	1000.0
5.75	0.859	0.862	-0.002	-0.003	-0.0	0.244	0.0	-0.001	0	0	0	0	0	0	0	1	1000.0
6.0	0.898	0.902	0.0	-0.003	-0.001	0.294	-0.003	-0.0	0	0	0	0	0	0	0	1	1000.0
6.25	0.933	0.939	-0.001	-0.002	-0.0	0.307	-0.002	0.001	0	0	0	0	0	0	0	1	1000.0
6.5	0.971	0.972	0.0	-0.003	0.002	0.378	0.002	-0.001	0	0	0	0	0	0	0	6	1000.0
6.75	1.009	1.012	-0.001	-0.005	-0.001	0.397	-0.001	-0.004	0	0	0	0	0	0	0	7	1000.0
7.0	1.046	1.047	0.0	-0.001	-0.0	0.434	-0.002	0.001	0	0	0	0	0	0	0	12	1000.0
7.25	1.081	1.085	-0.002	-0.001	-0.002	0.448	-0.004	-0.005	0	0	0	0	0	0	0	34	1000.0
7.5	1.126	1.124	-0.001	0.0	-0.001	0.492	-0.003	-0.002	0	0	0	0	0	0	0	49	1000.0
7.75	1.16	1.163	-0.004	-0.002	-0.001	0.517	-0.001	-0.0	0	0	0	0	0	0	0	108	1000.0
8.0	1.198	1.197	-0.004	-0.003	-0.001	0.529	-0.001	-0.0	0	0	0	0	0	0	0	150	1000.0
8.25	1.238	1.237	0.001	-0.002	0.001	0.578	-0.001	-0.0	0	0	0	0	0	0	0	299	1000.0
8.5	1.272	1.276	-0.004	-0.002	-0.001	0.595	-0.001	-0.0	0	0	0	0	0	0	0	440	1000.0
8.75	1.311	1.314	-0.002	-0.003	-0.0	0.676	-0.002	0.001	0	0	0	0	0	0	0	601	1000.0
9.0	1.35	1.351	-0.001	-0.007	-0.001	0.714	-0.003	-0.002	0	0	0	0	0	0	0	860	1000.0
9.25	1.385	1.388	0.003	-0.002	-0.001	0.736	-0.003	-0.0	0	0	0	0	0	0	0	1256	1000.0
9.5	1.42	1.426	0.0	-0.004	0.001	0.758	-0.004	-0.003	0	0	0	0	0	0	0	1652	1000.0
9.75	1.459	1.463	-0.003	-0.004	0.003	0.777	-0.004	-0.003	0	0	0	0	0	0	0	2228	1000.0
10.0	1.497	1.5	-0.001	-0.002	-0.001	0.832	-0.003	-0.002	0	0	0	0	0	0	0	2964	1000.0
10.25	1.535	1.539	0.0	-0.003	0.002	0.859	0.0	0.001	0	0	0	0	0	0	0	3620	1000.0
10.5	1.57	1.576	-0.001	0.0	-0.002	0.943	-0.006	-0.003	0	0	0	0	0	0	0	4631	1000.0
10.75	1.609	1.61	0.001	-0.002	0.001	0.971	-0.003	-0.002	0	0	0	0	0	0	0	5479	1000.0
11.0	1.645	1.649	-0.004	-0.005	0.001	0.997	-0.001	-0.003	0	0	0	0	0	0	0	6575	1000.0
11.25	1.685	1.688	-0.001	-0.002	0.001	1.042	-0.001	-0.002	0	0	0	0	0	0	0	7715	1000.0
11.5	1.724	1.725	-0.001	-0.005	-0.001	1.069	-0.003	-0.0	0	0	0	0	0	0	0	8658	1000.0
11.75	1.761	1.762	-0.001	-0.002	-0.001	1.091	-0.001	-0.0	0	0	0	0	0	0	0	10207	1000.0
12.0	1.8	1.803	-0.001	-0.002	-0.003	1.116	-0.002	-0.001	0	0	0	0	0	0	0	11003	1000.0
12.25	1.836	1.84	0.001	-0.002	-0.002	1.139	0.001	-0.003	0	0	0	0	0	0	0	12393	1000.0
12.5	1.872	1.876	0.0	-0.001	-0.001	1.161	-0.003	-0.004	0	0	0	0	0	0	0	13374	1000.0
12.75	1.909	1.91	-0.002	-0.003	0.004	1.255	0.0	-0.001	0	0	0	0	0	0	0	14328	1000.0
13.0	1.946	1.952	-0.002	-0.001	-0.0	1.28	-0.004	-0.003	0	0	0	0	0	0	0	15589	1000.0
13.25	1.985	1.986	-0.002	-0.005	0.002	1.306	0.0	-0.001	0	0	0	0	0	0	0	16843	1000.0
13.5	2.022	2.025	0.001	0.0	-0.001	1.335	0.002	-0.002	0	0	0	0	0	0	0	16817	1000.0
13.75	2.061	2.06	-0.004	-0.002	-0.002	1.359	-0.004	-0.003	0	0	0	0	0	0	0	19198	1000.0
14.0	2.098	2.101	-0.001	-0.002	0.002	1.416	-0.002	-0.001	0	0	0	0	0	0	0	19452	1000.0
14.25	2.134	2.138	-0.001	-0.005	0.001	1.442	-0.004	-0.003	0	0	0	0	0	0	0	19934	1000.0
14.5	2.172	2.175	-0.001	0.001	0.003	1.473	-0.002	0.002	0	0	0	0	0	0	0	21559	1000.0
14.75	2.207	2.213	0.0	0.002	-0.001	1.496	-0.003	0.003	0	0	0	0	0	0	0	21798	1000.0
15.0	2.249	2.25	0.0	-0.003	0.002	1.523	-0.002	-0.004	0	0	0	0	0	0	0	22213	1000.0
15.25	2.286	2.287	0.001	-0.002	0.001	1.608	-0.004	-0.003	0	0	0	0	0	0	0	23516	1000.0
15.5	2.325	2.323	0.001	0.0	-0.001	1.635	-0.003	-0.004	0	0	0	0	1	0	0	24692	1000.0
15.75	2.361	2.364	-0.002	-0.001	-0.001	1.662	-0.003	-0.004	0	0	0	0	0	0	0	24226	1000.0
16.0	2.395	2.403	-0.002	-0.005	-0.001	1.696	-0.003	-0.0	0	0	0	0	0	0	0	25349	1000.0
16.25	2.437	2.438	0.001	0.0	-0.0	1.726	-0.002	0.001	0	0	0	0	1	0	0	26625	1000.0
16.5	2.474	2.475	0.001	0.0	0.001	1.752	-0.003	-0.002	0	0	0	1	0	0	0	26934	1000.0
16.75	2.51	2.513	-0.002	-0.001	-0.0	1.802	-0.002	-0.001	0	0	0	0	1	0	0	27223	1000.0
17.0	2.549	2.55	-0.001	-0.002	0.002	1.829	0.0	-0.004	0	0	0	3	0	0	0	28899	1000.0
17.25	2.589	2.588	-0.001	-0.002	0.004	1.855	-0.003	-0.004	0	0	0	21	3	0	0	30178	1000.0
17.5	2.62	2.626	-0.002	-0.001	-0.001	1.882	-0.001	-0.002	0	0	0	18	2	0	0	29669	1000.0
17.75	2.661	2.665	-0.004	-0.005	-0.004	1.91	-0.004	-0.003	0	0	0	32	2	0	0	30479	1000.0
18.0	2.696	2.702	-0.001	-0.002	0.001	1.972	0.001	-0.0	0	0	0	66	0	0	0	31636	1000.0
18.25	2.735	2.739	0.001	0.0	-0.004	1.996	-0.004	-0.0	0	0	0	89	3	0	0	31716	1000.0
18.5	2.774	2.778	-0.001	-0.002	0.002	2.031	-0.002	0.001	0	0	0	108	3	0	0	31905	1000.0
18.75	2.81	2.811	-0.002	-0.005	0.002	2.056	0.0	-0.001	0	0	0	166	6	0	0	33886	1000.0
19.0	2.844	2.85	-0.004	-0.003	-0.002	2.086	-0.001	-0.0	0	0	0	219	4	0	0	34997	1000.0
19.25	2.884	2.887	-0.001	-0.002	-0.001	2.114	-0.003	-0.004	0	0	0	257	10	0	0	34699	1000.0
19.5	2.925	2.924	0.0	-0.003	-0.002	2.142	-0.001	-0.0	0	0	0	347	7	0	0	34714	1000.0
19.75	2.96	2.963	-0.001	-0.005	0.001	2.172	-0.004	-0.003	0	0	0	399	2	0	0	36066	1000.0
20.0	2.996	2.997	-0.001	0.0	-0.0	2.2	0.0	0.001	0	0	0	422	9	0	0	37148	1000.0
20.25	3.038	3.039	0.001	0.0	-0.001	2.353	-0.001	-0.0	0	0	0	503	6	0	0	37638	1000.0
20.5	3.072	3.073	-0.001	-0.002	-0.002	2.406	-0.004	-0.0	0	0	0	547	11	0	0	37293	1000.0
20.75	3.108	3.112	-0.002	-0.003	0.002	2.437	-0.002	-0.001	0	0	0	618	9	0	0	38157	1000.0
21.0	3.145	3.148	-0.002	0.778	-0.004	2.484	-0.001	-0.0	0	0	0	54	27	0	0	40281	1000.0
21.25	3.184	3.185	-0.001	0.791	0.001	2.514	-0.001	2.507	0	0	0	0	26	0	0	7283	1000.0
21.5	3.223	3.222	-0.001	0.799	0.001	2.544	-0.001	2.539	0	0	0	0	43	0	0	0	1000.0
21.75	3.259	3.26	-0.003	0.805	-0.001	2.592	-0.003	2.567	0	0	0	0	51	0	0	0	1000.0
22.0	3.299	3.3	-0.001	0.818	-0.001	2.622	-0.001	2.632	0	0	0	0	77	0	0	0	1000.0
22.25	3.333	3.337	-0.001	0.828	-0.001	2.653	-0.001	2.659	0	0	0	0	108	0	0	0	1000.0
22.5	3.372	3.375	0.0	0.835	-0.004	2.682	-0.004	2.691	0	0	0	0	165	0	0	0	1000.0
22.75	3.408	3.412	-0.002	0.847	0.002	2.715	-0.002	2.724	0	0	0	0	245	0	0	0	1000.0
23.0	3.448	3.446	-0.004	0.854	-0.002	2.753	-0.004	2.752	0	0	0	0	291	0	0	0	1000.0
23.25	3.482	3.486	-0.004	0.865	-0.002	2.785	-0.004	2.78	0	0	0	0	416	0	0	0	1000.0
23.5	3.526	3.525	-0.001	0.869	0.001	2.817	-0.001	2.81	0	0	0	0	518	0	0	0	1000.0
23.75	3.56	3.561	-0.001	0.882	0.001	2.846	-0.001	2.842	0	0	0	0	723	0	0	0	1000.0
24.0	3.597	3.598	-0.001	0.891	0.001	2.873	-0.001	2.874	0	0	0	0	905	0	0	0	1000.0
24.25	3.633	3.637	0.0	0.901	-0.001	2.907	-0.001	2.905	0	0	1	0	1301	0	0	0	1000.0
24.5	3.673	3.674	-0.001	0.908	-0.001	2.937	-0.003	2.935	0	0	3	0	1579	0	0	0	1000.0
24.75	3.714	3.712	0.416	0.92	0.001	2.966	-0.003	2.966	0	0	2	0	1926	0	0	0	1000.0
25.0	3.744	3.75	0.419	0.933	-0.003	2.995	-0.001	2.996	0	0	0	0	2600	0	0	0	1000.0
25.25	3.785	3.79	0.425	0.937	-0.001	3.027	-0.001	3.028	0	0	0	0	3266	0	0	0	1000.0
25.5	3.822	3.825	0.428	0.945	0.002	3.062	-0.002	3.058	0	0	0	0	3890	0	0	0	1000.0
25.75	3.86	3.861	0.434	0.956	0.002	3.099	0.0	3.172	0	0	0	0	4592	0	0	0	1000.0
26.0	3.897	3.901	0.436	0.967	-0.003	3.128	-0.002	3.207	0	0	0	0	5435	0	0	0	1000.0
26.25	3.934	3.938	0.443	0.974	-0.0	3.16	0.0	3.236	0	0	0	0	6614	0	0	0	1000.0
26.5	3.973	3.974	0.445	0.986	-0.0	3.199	-0.002	3.268	0	0	0	0	8031	0	0	0	1000.0
26.75	4.009	4.013	0.45	0.993	-0.0	3.228	0.0	3.297	0	0	0	0	8946	0	0	0	1000.0
27.0	4.046	4.052	0.455	1.006	0.001	3.257	-0.001	3.333	0	0	0	0	10347	0	0	0	1000.0
27.25	4.085	4.088	0.46	1.015	0.002	3.289	0.0	3.363	0	0	0	0	12117	0	0	0	1000.0
27.5	4.122	4.123	0.467	1.023	0.004	3.32	-0.003	3.394	0	0	0	0	13978	0	0	0	1000.0
27.75	4.16	4.163	0.466	1.032	-0.003	3.349	-0.003	3.438	0	0	0	0	16008	0	0	0	1000.0
28.0	4.198	4.201	0.475	1.04	-0.001	3.406	-0.003	3.47	0	0	0	0	17488	0	0	0	1000.0
28.25	4.237	4.238	0.475	1.05	-0.002	3.434	-0.004	3.498	0	0	0	0	18852	0	0	0	1000.0
28.5	4.27	4.274	0.482	1.059	0.001	3.466	-0.004	3.532	0	0	0	0	21790	0	0	0	1000.0
28.75	4.31	4.311	0.486	1.067	0.001	3.501	-0.003	3.562	0	0	0	0	24499	0	0	0	1000.0
29.0	4.349	4.35	0.489	1.079	0.001	3.601	-0.003	3.595	0	0	0	0	26199	0	0	0	1000.0
29.25	4.383	4.386	0.494	1.089	-0.003	3.709	0.0	3.627	0	0	0	0	27922	0	0	0	1000.0
29.5	4.423	4.424	0.502	1.097	-0.001	3.757	-0.001	3.659	0	0	0	0	30317	0	0	0	1000.0
29.75	4.461	4.462	0.503	1.106	-0.002	3.796	-0.001	3.689	0	0	0	0	34020	0	0	0	1000.0
30.0	4.498	4.499	0.507	1.116	-0.001	3.823	-0.001	3.724	0	0	0	0	36303	0	0	0	1000.0
30.25	4.537	4.538	0.511	1.126	0.002	3.858	0.0	3.753	0	0	0	0	39034	0	0	0	1000.0
30.5	4.571	4.572	0.519	1.136	-0.001	3.892	-0.001	3.782	0	0	0	0	40569	0	0	0	1000.0
30.75	4.607	4.61	0.52	1.142	0.001	3.921	0.002	3.817	0	0	0	0	44187	0	0	0	1000.0
31.0	4.647	4.648	0.525	1.15	-0.0	3.961	0.0	3.938	0	0	0	0	48344	0	0	0	1000.0
31.25	4.683	4.687	0.53	1.159	-0.001	3.992	-0.003	3.974	0	0	0	0	52595	0	0	0	1000.0
31.5	4.723	4.726	0.533	1.172	-0.0	4.024	-0.002	4.001	0	0	0	0	64673	0	0	0	1000.0
31.75	4.76	4.763	0.536	1.182	-0.001	4.055	-0.001	4.037	0	0	0	0	106348	0	0	0	1000.0
32.0	4.796	4.8	0.543	1.189	3.783	4.099	-0.005	4.066	0	0	0	0	1	0	0	0	1000.0
32.25	4.835	4.836	0.548	1.202	3.813	4.134	0.0	4.101	0	0	0	0	0	0	0	0	1000.0
32.5	4.868	4.872	0.552	1.205	3.842	4.167	-0.001	4.131	0	0	0	0	0	0	0	0	1000.0
32.75	4.91	4.909	0.555	1.216	3.909	4.199	-0.001	4.163	0	0	0	0	0	0	0	0	1000.0
33.0	4.948	4.949	0.563	1.226	3.942	4.23	-0.004	4.198	0	0	0	0	0	0	0	0	1000.0
33.25	4.987	4.985	0.565	1.238	3.974	4.262	0.001	4.227	0	0	0	0	0	0	0	0	1000.0
33.5	5.02	5.024	0.569	1.245	4.04	4.298	-0.002	4.262	0	0	0	0	0	0	0	0	1000.0
33.75	5.06	5.064	0.576	1.256	4.071	4.326	-0.003	4.296	0	0	0	0	0	0	0	0	1000.0
34.0	5.099	5.1	0.58	1.263	4.103	4.36	-0.004	4.327	0	0	0	0	0	0	0	0	1000.0
34.25	5.136	5.134	0.585	1.27	4.135	4.409	0.002	4.359	0	0	0	0	0	0	0	0	1000.0
34.5	5.169	5.173	0.587	1.279	4.163	4.438	-0.001	4.391	0	0	0	0	0	0	0	0	1000.0
34.75	5.208	5.209	0.591	1.291	4.196	4.47	-0.001	4.423	0	0	0	0	0	0	0	0	1000.0
35.0	5.248	5.251	0.594	1.299	4.228	4.504	-0.003	4.455	0	0	0	0	0	0	0	0	1000.0
35.25	5.287	5.288	0.599	1.311	4.257	4.537	-0.002	4.56	0	0	0	0	0	0	0	0	1000.0
35.5	5.323	5.324	0.604	1.321	4.292	4.575	-0.001	4.594	0	0	0	0	0	0	0	0	1000.0
35.75	5.36	5.359	0.609	1.331	4.324	4.614	-0.001	4.626	0	0	0	0	0	0	0	0	1000.0
36.0	5.399	5.4	0.612	1.338	4.362	4.649	-0.003	4.66	0	0	0	0	0	0	0	0	1000.0
36.25	5.436	5.437	0.616	1.348	4.391	4.68	-0.001	4.691	0	0	0	0	0	0	0	0	1000.0
36.5	5.469	5.47	0.623	1.357	4.423	4.714	-0.003	4.726	0	0	0	0	0	0	0	0	1000.0
36.75	5.509	5.513	0.624	1.363	4.492	4.747	4.503	4.756	0	0	0	0	0	0	0	0	1000.0
37.0	5.548	5.549	0.631	1.375	4.521	4.78	4.531	4.791	0	0	0	0	0	0	0	0	1000.0
37.25	5.584	5.585	0.635	1.386	4.553	4.812	4.568	4.823	0	0	0	0	0	0	0	0	1000.0
37.5	5.621	5.624	0.638	1.391	4.585	4.944	4.598	4.858	0	0	0	0	0	0	0	0	1000.0
37.75	5.658	5.662	0.646	1.402	4.619	4.978	4.651	4.892	0	0	0	0	0	0	0	0	1000.0
38.0	5.694	5.698	0.645	1.411	4.652	5.012	4.688	4.921	0	0	0	0	0	0	0	0	1000.0
38.25	5.733	5.737	0.655	1.421	4.684	5.044	4.717	4.955	0	0	0	0	0	0	0	0	1000.0
38.5	5.77	5.773	0.657	1.43	4.716	5.081	4.759	5.036	0	0	0	0	0	0	0	0	1000.0
38.75	5.812	5.811	0.658	1.438	4.748	5.113	4.788	5.07	0	0	0	0	0	0	0	0	1000.0
39.0	5.846	5.847	0.665	1.448	4.782	5.144	4.82	5.102	0	0	0	0	0	0	0	0	1000.0
39.25	5.885	5.886	0.667	1.457	4.811	5.18	4.861	5.138	0	0	0	0	0	0	0	0	1000.0
39.5	5.921	5.922	0.674	1.465	4.843	5.213	4.893	5.17	0	0	0	0	0	0	0	0	1000.0
39.75	5.959	5.962	0.677	1.473	4.877	5.248	4.926	5.203	0	0	0	0	0	0	0	0	1000.0
40.0	5.994	6.0	0.681	1.481	4.904	5.281	4.962	5.272	0	0	0	0	0	0	0	0	1000.0
40.25	6.034	6.037	0.687	1.494	4.939	5.316	4.991	5.304	0	0	0	0	0	0	0	0	1000.0
40.5	6.07	6.071	0.692	1.501	4.97	5.345	5.02	5.336	0	0	0	0	0	0	0	0	1000.0
40.75	6.11	6.108	0.697	1.512	5.005	5.379	5.057	5.37	0	0	0	0	0	0	0	0	1000.0
41.0	6.147	6.15	0.697	1.519	5.037	5.411	5.087	5.403	0	0	0	0	0	0	0	0	1000.0
41.25	6.183	6.186	0.704	1.533	5.072	5.447	5.118	5.512	0	0	0	0	0	0	0	0	1000.0
41.5	6.222	6.22	0.709	1.538	5.107	5.479	5.15	5.552	0	0	0	0	0	0	0	0	1000.0
41.75	6.256	6.262	0.712	1.546	5.139	5.516	5.182	5.583	0	0	0	0	0	0	0	0	1000.0
42.0	6.298	6.299	0.714	1.558	5.17	5.553	5.217	5.618	0	0	0	0	0	0	0	0	1000.0
42.25	6.337	6.336	0.721	1.568	5.197	5.594	5.245	5.651	0	0	0	0	0	0	0	0	1000.0
42.5	6.369	6.372	0.729	1.575	5.231	5.623	5.277	5.685	0	0	0	0	0	0	0	0	1000.0
42.75	6.407	6.408	0.731	1.584	5.276	5.654	5.308	5.719	0	0	0	0	0	0	0	0	1000.0
43.0	6.447	6.45	0.736	1.592	5.308	5.689	5.338	5.754	0	0	0	0	0	0	0	0	1000.0
43.25	6.481	6.482	0.739	1.604	5.348	5.726	5.372	5.786	0	0	0	0	0	0	0	0	1000.0
43.5	6.522	6.523	0.74	1.614	5.381	5.792	5.404	5.82	0	0	0	0	0	0	0	0	1000.0
43.75	6.562	6.56	0.748	1.624	5.409	5.825	5.523	5.856	0	0	0	0	0	0	0	0	1000.0
44.0	6.597	6.598	0.749	1.632	5.444	5.858	5.556	5.889	0	0	0	0	0	0	0	0	1000.0
44.25	6.632	6.633	0.755	1.64	5.476	5.892	5.587	5.939	0	0	0	0	0	0	0	0	1000.0
44.5	6.671	6.672	0.762	1.65	5.505	5.926	5.622	5.974	0	0	0	0	0	0	0	0	1000.0
44.75	6.708	6.711	0.765	1.658	5.539	5.96	5.655	6.008	0	0	0	0	0	0	0	0	1000.0
45.0	6.744	6.747	0.767	1.664	5.571	5.992	5.687	6.04	0	0	0	0	0	0	0	0	1000.0
45.25	6.784	6.787	0.773	1.68	5.724	6.023	5.716	6.076	0	0	0	0	0	0	0	0	1000.0
45.5	6.823	6.824	0.778	1.685	5.755	6.06	5.75	6.142	0	0	0	0	0	0	0	0	1000.0
45.75	6.857	6.86	0.779	1.694	5.787	6.091	5.784	6.176	0	0	0	0	0	0	0	0	1000.0
46.0	6.896	6.897	0.785	1.705	5.817	6.167	5.816	6.212	0	0	0	0	0	0	0	0	1000.0
46.25	6.932	6.933	0.789	1.714	5.848	6.204	5.845	6.246	0	0	0	0	0	0	0	0	1000.0
46.5	6.972	6.973	0.792	1.724	5.881	6.236	5.883	6.279	0	0	0	0	0	0	0	0	1000.0
46.75	7.007	7.008	0.798	1.728	5.994	6.272	5.912	6.311	0	0	0	0	0	0	0	0	1000.0
47.0	7.045	7.049	0.802	1.739	6.026	6.304	5.941	6.35	0	0	0	0	0	0	0	0	1000.0
47.25	7.084	7.085	0.809	1.75	6.061	6.339	5.973	6.384	0	0	0	0	0	0	0	0	1000.0
47.5	7.121	7.124	0.809	1.758	6.091	6.375	6.009	6.418	0	0	0	0	0	0	0	0	1000.0
47.75	7.159	7.163	0.816	1.767	6.123	6.409	6.041	6.462	0	0	0	0	0	0	0	0	1000.0
48.0	7.197	7.198	0.822	1.778	6.157	6.442	6.076	6.497	0	0	0	0	0	0	0	0	1000.0
48.25	7.233	7.234	0.823	1.787	6.191	6.475	6.107	6.53	0	0	0	0	0	0	0	0	1000.0
48.5	7.27	7.271	0.829	1.792	6.228	6.51	6.137	6.585	0	0	0	0	0	0	0	0	1000.0
48.75	7.309	7.308	0.834	1.807	6.257	6.547	6.171	6.641	0	0	0	0	0	0	0	0	1000.0
49.0	7.346	7.349	0.839	1.814	6.353	6.59	6.202	6.677	0	0	0	0	0	0	0	0	1000.0
49.25	7.382	7.385	0.84	1.821	6.383	6.621	6.233	6.71	0	0	0	0	0	0	0	0	1000.0
49.5	7.418	7.424	0.845	1.83	6.43	6.658	6.263	6.779	0	0	0	0	0	0	0	0	1000.0
49.75	7.458	7.461	0.851	1.836	6.468	6.698	6.3	6.819	0	0	0	0	0	0	0	0	1000.0
50.0	7.496	7.495	0.853	1.85	6.499	6.732	6.334	6.853	0	0	0	0	0	0	0	0	1000.0
