stage_position,coincidence_rate_t_b,count_rate_b, g2,capture_duration,counts_t,counts_a,counts_b,counts_t_a,counts_t_b,counts_t_a_b,counts_a_b
9.58464,470.000,3738.00,NaN,1000.00,186177,26.0000,3738.00,0.00000,470.000,0.00000,0.00000
9.61882,458.000,3755.00,NaN,1000.00,187146,27.0000,3755.00,0.00000,458.000,0.00000,0.00000
9.65423,420.000,3704.00,0.00000,1000.00,187766,37.0000,3704.00,1.00000,420.000,0.00000,0.00000
9.69024,481.000,3740.00,NaN,1000.00,186958,25.0000,3740.00,0.00000,481.000,0.00000,0.00000
9.72564,459.000,3690.00,NaN,1000.00,187131,38.0000,3690.00,0.00000,459.000,0.00000,0.00000
9.75921,439.000,3640.00,NaN,1000.00,187298,40.0000,3640.00,0.00000,439.000,0.00000,0.00000
9.79156,452.000,3659.00,NaN,1000.00,186900,21.0000,3659.00,0.00000,452.000,0.00000,0.00000
9.82940,403.000,3562.00,NaN,1000.00,186910,23.0000,3562.00,0.00000,403.000,0.00000,0.00000
9.86358,385.000,3564.00,NaN,1000.00,187659,42.0000,3564.00,0.00000,385.000,0.00000,0.00000
9.89959,375.000,3510.00,NaN,1000.00,186738,37.0000,3510.00,0.00000,375.000,0.00000,0.00000
9.93316,433.000,3573.00,NaN,1000.00,185914,36.0000,3573.00,0.00000,433.000,0.00000,0.00000
9.96857,441.000,3628.00,NaN,1000.00,186171,30.0000,3628.00,0.00000,441.000,0.00000,0.00000
10.0046,478.000,3822.00,NaN,1000.00,186419,44.0000,3822.00,0.00000,478.000,0.00000,0.00000
10.0394,509.000,3759.00,NaN,1000.00,187018,22.0000,3759.00,0.00000,509.000,0.00000,0.00000
10.0729,472.000,3694.00,NaN,1000.00,187442,22.0000,3694.00,0.00000,472.000,0.00000,0.00000
10.1090,466.000,3704.00,NaN,1000.00,186949,40.0000,3704.00,0.00000,466.000,0.00000,0.00000
10.1425,464.000,3618.00,NaN,1000.00,186763,30.0000,3618.00,0.00000,464.000,0.00000,0.00000
10.1773,405.000,3570.00,NaN,1000.00,186949,34.0000,3570.00,0.00000,405.000,0.00000,0.00000
10.2115,416.000,3529.00,NaN,1000.00,187290,18.0000,3529.00,0.00000,416.000,0.00000,0.00000
10.2457,398.000,3445.00,NaN,1000.00,186712,33.0000,3445.00,0.00000,398.000,0.00000,0.00000
10.2829,407.000,3610.00,NaN,1000.00,186770,37.0000,3610.00,0.00000,407.000,0.00000,0.00000
10.3165,394.000,3610.00,NaN,1000.00,186859,33.0000,3610.00,0.00000,394.000,0.00000,0.00000
10.3507,419.000,3535.00,NaN,1000.00,186848,27.0000,3535.00,0.00000,419.000,0.00000,0.00000
10.3848,460.000,3662.00,NaN,1000.00,186947,24.0000,3662.00,0.00000,460.000,0.00000,0.00000
10.4209,451.000,3781.00,NaN,1000.00,186997,14.0000,3781.00,0.00000,451.000,0.00000,0.00000
10.4569,453.000,3664.00,NaN,1000.00,186632,17.0000,3664.00,0.00000,453.000,0.00000,0.00000
10.4910,501.000,3829.00,NaN,1000.00,186268,33.0000,3829.00,0.00000,501.000,0.00000,0.00000
10.5258,457.000,3744.00,NaN,1000.00,186677,27.0000,3744.00,0.00000,457.000,0.00000,0.00000
10.5600,397.000,3541.00,NaN,1000.00,187667,28.0000,3541.00,0.00000,397.000,0.00000,0.00000
10.5936,420.000,3652.00,NaN,1000.00,187065,35.0000,3652.00,0.00000,420.000,0.00000,0.00000
10.6296,409.000,3566.00,NaN,1000.00,187300,30.0000,3566.00,0.00000,409.000,0.00000,0.00000
10.6662,400.000,3436.00,NaN,1000.00,186781,25.0000,3436.00,0.00000,400.000,0.00000,0.00000
10.6998,405.000,3521.00,NaN,1000.00,187019,33.0000,3521.00,0.00000,405.000,0.00000,0.00000
10.7340,378.000,3601.00,NaN,1000.00,187495,19.0000,3601.00,0.00000,378.000,0.00000,0.00000
10.7694,441.000,3678.00,NaN,1000.00,186903,33.0000,3678.00,0.00000,441.000,0.00000,0.00000
10.8042,405.000,3601.00,NaN,1000.00,186550,38.0000,3601.00,0.00000,405.000,0.00000,0.00000
10.8414,465.000,3741.00,NaN,1000.00,187049,28.0000,3741.00,0.00000,465.000,0.00000,0.00000
10.8750,473.000,3756.00,NaN,1000.00,187848,30.0000,3756.00,0.00000,473.000,0.00000,0.00000
10.9104,484.000,3693.00,NaN,1000.00,186483,18.0000,3693.00,0.00000,484.000,0.00000,0.00000
10.9439,431.000,3548.00,NaN,1000.00,187754,23.0000,3548.00,0.00000,431.000,0.00000,0.00000
10.9781,427.000,3623.00,NaN,1000.00,186956,25.0000,3623.00,0.00000,427.000,0.00000,0.00000
