stage_position,coincidence_rate_t_b,count_rate_b, g2,capture_duration,counts_t,counts_a,counts_b,counts_t_a,counts_t_b,counts_t_a_b,counts_a_b
8.99442,343.000,3419.00,NaN,1000.00,186477,37.0000,3419.00,0.00000,343.000,0.00000,0.00000
9.02493,371.000,3482.00,NaN,1000.00,187264,24.0000,3482.00,0.00000,371.000,0.00000,0.00000
9.06156,373.000,3555.00,NaN,1000.00,187094,25.0000,3555.00,0.00000,373.000,0.00000,0.00000
9.09391,403.000,3576.00,NaN,1000.00,187257,30.0000,3576.00,0.00000,403.000,0.00000,0.00000
9.13114,429.000,3777.00,NaN,1000.00,187353,24.0000,3777.00,0.00000,429.000,0.00000,0.00000
9.16593,440.000,3762.00,NaN,1000.00,186754,30.0000,3762.00,0.00000,440.000,0.00000,0.00000
9.20072,436.000,3789.00,NaN,1000.00,186455,29.0000,3789.00,0.00000,436.000,0.00000,0.00000
9.23429,437.000,3744.00,NaN,1000.00,186667,20.0000,3744.00,0.00000,437.000,0.00000,0.00000
9.27335,416.000,3676.00,NaN,1000.00,186824,27.0000,3676.00,0.00000,416.000,0.00000,0.00000
9.30570,397.000,3599.00,NaN,1000.00,187090,19.0000,3599.00,0.00000,397.000,0.00000,0.00000
9.34172,389.000,3555.00,NaN,1000.00,187590,26.0000,3555.00,0.00000,389.000,0.00000,0.00000
9.37346,398.000,3470.00,NaN,1000.00,187151,19.0000,3470.00,0.00000,398.000,0.00000,0.00000
9.40886,338.000,3444.00,NaN,1000.00,187625,32.0000,3444.00,0.00000,338.000,0.00000,0.00000
9.44426,362.000,3502.00,NaN,1000.00,186115,20.0000,3502.00,0.00000,362.000,0.00000,0.00000
9.47966,345.000,3492.00,NaN,1000.00,186455,36.0000,3492.00,0.00000,345.000,0.00000,0.00000
9.51445,364.000,3558.00,NaN,1000.00,186533,25.0000,3558.00,0.00000,364.000,0.00000,0.00000
9.54924,457.000,3762.00,NaN,1000.00,186755,39.0000,3762.00,0.00000,457.000,0.00000,0.00000
9.58586,423.000,3673.00,NaN,1000.00,187033,29.0000,3673.00,0.00000,423.000,0.00000,0.00000
9.62004,417.000,3896.00,NaN,1000.00,187512,31.0000,3896.00,0.00000,417.000,0.00000,0.00000
9.65423,444.000,3783.00,NaN,1000.00,187024,34.0000,3783.00,0.00000,444.000,0.00000,0.00000
9.68841,446.000,3741.00,NaN,1000.00,187134,15.0000,3741.00,0.00000,446.000,0.00000,0.00000
9.72381,408.000,3621.00,0.00000,1000.00,187015,46.0000,3621.00,1.00000,408.000,0.00000,0.00000
9.75860,405.000,3547.00,NaN,1000.00,187840,32.0000,3547.00,0.00000,405.000,0.00000,0.00000
9.79217,360.000,3424.00,NaN,1000.00,186892,29.0000,3424.00,0.00000,360.000,0.00000,0.00000
9.82879,380.000,3476.00,NaN,1000.00,186505,33.0000,3476.00,0.00000,380.000,0.00000,0.00000
9.86114,349.000,3473.00,NaN,1000.00,187226,29.0000,3473.00,0.00000,349.000,0.00000,0.00000
9.89776,366.000,3475.00,NaN,1000.00,186745,27.0000,3475.00,0.00000,366.000,0.00000,0.00000
9.93439,399.000,3684.00,NaN,1000.00,187124,31.0000,3684.00,0.00000,399.000,0.00000,0.00000
9.96857,409.000,3694.00,NaN,1000.00,187349,29.0000,3694.00,0.00000,409.000,0.00000,0.00000
10.0009,448.000,3715.00,NaN,1000.00,187296,21.0000,3715.00,0.00000,448.000,0.00000,0.00000
10.0357,412.000,3755.00,NaN,1000.00,186691,36.0000,3755.00,0.00000,412.000,0.00000,0.00000
10.0729,450.000,3847.00,NaN,1000.00,186341,30.0000,3847.00,0.00000,450.000,0.00000,0.00000
10.1077,390.000,3599.00,NaN,1000.00,187022,37.0000,3599.00,0.00000,390.000,0.00000,0.00000
10.1431,445.000,3575.00,NaN,1000.00,187121,23.0000,3575.00,0.00000,445.000,0.00000,0.00000
10.1749,368.000,3611.00,NaN,1000.00,187067,28.0000,3611.00,0.00000,368.000,0.00000,0.00000
10.2115,389.000,3361.00,NaN,1000.00,187083,43.0000,3361.00,0.00000,389.000,0.00000,0.00000
10.2469,343.000,3532.00,0.00000,1000.00,186700,34.0000,3532.00,1.00000,343.000,0.00000,0.00000
10.2817,345.000,3426.00,NaN,1000.00,187071,48.0000,3426.00,0.00000,345.000,0.00000,0.00000
10.3165,373.000,3518.00,NaN,1000.00,187239,17.0000,3518.00,0.00000,373.000,0.00000,0.00000
10.3525,380.000,3622.00,NaN,1000.00,186369,28.0000,3622.00,0.00000,380.000,0.00000,0.00000
10.3848,408.000,3577.00,NaN,1000.00,187302,27.0000,3577.00,0.00000,408.000,0.00000,0.00000
10.4209,455.000,3768.00,NaN,1000.00,186898,36.0000,3768.00,0.00000,455.000,0.00000,0.00000
10.4563,483.000,3742.00,NaN,1000.00,186934,21.0000,3742.00,0.00000,483.000,0.00000,0.00000
10.4904,455.000,3620.00,NaN,1000.00,186162,30.0000,3620.00,0.00000,455.000,0.00000,0.00000
10.5240,393.000,3697.00,NaN,1000.00,187381,17.0000,3697.00,0.00000,393.000,0.00000,0.00000
10.5618,451.000,3696.00,NaN,1000.00,186568,35.0000,3696.00,0.00000,451.000,0.00000,0.00000
