stage_position,coincidence_rate_t_b,count_rate_b, g2,capture_duration,counts_t,counts_a,counts_b,counts_t_a,counts_t_b,counts_t_a_b,counts_a_b
8.99319,438.000,3449.00,NaN,1000.00,186727,32.0000,3449.00,0.00000,438.000,0.00000,0.00000
9.02554,372.000,3324.00,NaN,1000.00,186620,21.0000,3324.00,0.00000,372.000,0.00000,0.00000
9.05972,408.000,3489.00,NaN,1000.00,187365,34.0000,3489.00,0.00000,408.000,0.00000,0.00000
9.09635,430.000,3609.00,NaN,1000.00,186829,40.0000,3609.00,0.00000,430.000,0.00000,0.00000
9.13053,371.000,3605.00,NaN,1000.00,186913,28.0000,3605.00,0.00000,371.000,0.00000,0.00000
9.16715,429.000,3669.00,NaN,1000.00,187489,32.0000,3669.00,0.00000,429.000,0.00000,0.00000
9.19950,406.000,3630.00,NaN,1000.00,187250,40.0000,3630.00,0.00000,406.000,0.00000,0.00000
9.23551,433.000,3587.00,NaN,1000.00,187744,25.0000,3587.00,0.00000,433.000,0.00000,0.00000
9.27152,417.000,3484.00,NaN,1000.00,187107,29.0000,3484.00,0.00000,417.000,0.00000,0.00000
9.30631,380.000,3507.00,NaN,1000.00,187428,27.0000,3507.00,0.00000,380.000,0.00000,0.00000
9.33927,415.000,3564.00,NaN,1000.00,186944,38.0000,3564.00,0.00000,415.000,0.00000,0.00000
9.37590,403.000,3472.00,NaN,1000.00,187188,27.0000,3472.00,0.00000,403.000,0.00000,0.00000
9.41008,358.000,3409.00,NaN,1000.00,187318,44.0000,3409.00,0.00000,358.000,0.00000,0.00000
9.44548,380.000,3460.00,NaN,1000.00,186877,12.0000,3460.00,0.00000,380.000,0.00000,0.00000
9.48027,409.000,3501.00,NaN,1000.00,187705,26.0000,3501.00,0.00000,409.000,0.00000,0.00000
9.51628,410.000,3571.00,NaN,1000.00,186299,26.0000,3571.00,0.00000,410.000,0.00000,0.00000
9.54863,425.000,3563.00,NaN,1000.00,186723,31.0000,3563.00,0.00000,425.000,0.00000,0.00000
9.58281,460.000,3581.00,NaN,1000.00,187525,26.0000,3581.00,0.00000,460.000,0.00000,0.00000
9.62065,416.000,3645.00,NaN,1000.00,186592,28.0000,3645.00,0.00000,416.000,0.00000,0.00000
9.65300,375.000,3557.00,NaN,1000.00,186982,45.0000,3557.00,0.00000,375.000,0.00000,0.00000
9.68841,411.000,3445.00,NaN,1000.00,186658,24.0000,3445.00,0.00000,411.000,0.00000,0.00000
9.72442,422.000,3533.00,NaN,1000.00,187661,34.0000,3533.00,0.00000,422.000,0.00000,0.00000
9.75799,416.000,3496.00,NaN,1000.00,187308,24.0000,3496.00,0.00000,416.000,0.00000,0.00000
9.79461,413.000,3400.00,NaN,1000.00,186064,32.0000,3400.00,0.00000,413.000,0.00000,0.00000
9.82879,390.000,3475.00,NaN,1000.00,186953,33.0000,3475.00,0.00000,390.000,0.00000,0.00000
9.86602,389.000,3456.00,NaN,1000.00,186709,23.0000,3456.00,0.00000,389.000,0.00000,0.00000
9.89898,394.000,3350.00,NaN,1000.00,186977,18.0000,3350.00,0.00000,394.000,0.00000,0.00000
9.93439,396.000,3592.00,NaN,1000.00,187153,31.0000,3592.00,0.00000,396.000,0.00000,0.00000
9.96735,383.000,3475.00,NaN,1000.00,187535,26.0000,3475.00,0.00000,383.000,0.00000,0.00000
10.0027,400.000,3663.00,NaN,1000.00,187076,20.0000,3663.00,0.00000,400.000,0.00000,0.00000
10.0388,426.000,3570.00,NaN,1000.00,187322,36.0000,3570.00,0.00000,426.000,0.00000,0.00000
10.0742,437.000,3607.00,NaN,1000.00,187028,19.0000,3607.00,0.00000,437.000,0.00000,0.00000
10.1065,411.000,3715.00,NaN,1000.00,187510,39.0000,3715.00,0.00000,411.000,0.00000,0.00000
10.1407,433.000,3494.00,NaN,1000.00,187001,30.0000,3494.00,0.00000,433.000,0.00000,0.00000
10.1773,381.000,3394.00,NaN,1000.00,187068,25.0000,3394.00,0.00000,381.000,0.00000,0.00000
10.2109,374.000,3477.00,NaN,1000.00,187114,28.0000,3477.00,0.00000,374.000,0.00000,0.00000
10.2469,359.000,3481.00,NaN,1000.00,186317,31.0000,3481.00,0.00000,359.000,0.00000,0.00000
10.2817,427.000,3447.00,NaN,1000.00,188001,24.0000,3447.00,0.00000,427.000,0.00000,0.00000
10.3159,427.000,3632.00,NaN,1000.00,187165,16.0000,3632.00,0.00000,427.000,0.00000,0.00000
10.3519,418.000,3635.00,NaN,1000.00,187205,29.0000,3635.00,0.00000,418.000,0.00000,0.00000
10.3879,385.000,3625.00,NaN,1000.00,186601,24.0000,3625.00,0.00000,385.000,0.00000,0.00000
10.4209,399.000,3685.00,NaN,1000.00,186229,25.0000,3685.00,0.00000,399.000,0.00000,0.00000
10.4556,442.000,3758.00,NaN,1000.00,186775,17.0000,3758.00,0.00000,442.000,0.00000,0.00000
10.4917,424.000,3536.00,NaN,1000.00,187074,28.0000,3536.00,0.00000,424.000,0.00000,0.00000
10.5258,408.000,3573.00,NaN,1000.00,186932,32.0000,3573.00,0.00000,408.000,0.00000,0.00000
10.5600,393.000,3662.00,NaN,1000.00,187079,27.0000,3662.00,0.00000,393.000,0.00000,0.00000
10.5936,400.000,3713.00,NaN,1000.00,186045,26.0000,3713.00,0.00000,400.000,0.00000,0.00000
10.6320,405.000,3540.00,NaN,1000.00,187069,28.0000,3540.00,0.00000,405.000,0.00000,0.00000
10.6656,372.000,3420.00,NaN,1000.00,187323,40.0000,3420.00,0.00000,372.000,0.00000,0.00000
10.7010,370.000,3505.00,NaN,1000.00,186588,27.0000,3505.00,0.00000,370.000,0.00000,0.00000
10.7352,381.000,3558.00,NaN,1000.00,187231,46.0000,3558.00,0.00000,381.000,0.00000,0.00000
10.7694,420.000,3597.00,NaN,1000.00,187758,24.0000,3597.00,0.00000,420.000,0.00000,0.00000
10.8060,425.000,3750.00,NaN,1000.00,187116,34.0000,3750.00,0.00000,425.000,0.00000,0.00000
10.8377,447.000,3580.00,NaN,1000.00,186937,36.0000,3580.00,0.00000,447.000,0.00000,0.00000
10.8725,414.000,3545.00,NaN,1000.00,186805,15.0000,3545.00,0.00000,414.000,0.00000,0.00000
10.9098,418.000,3599.00,NaN,1000.00,186977,35.0000,3599.00,0.00000,418.000,0.00000,0.00000
10.9445,411.000,3698.00,NaN,1000.00,187002,24.0000,3698.00,0.00000,411.000,0.00000,0.00000
10.9806,400.000,3532.00,NaN,1000.00,187527,40.0000,3532.00,0.00000,400.000,0.00000,0.00000
